user_id,nickname,note_id,note_title,note_type,liked_count,shared_count,comment_count,collected_count,engagement_score,total_interactions
581970da82ec393678bdb380,开挖掘机的小乐乐,659e8afd000000001200524f,儿童故事59：什么都可以告诉妈妈,video,27944,3908,336,26080,144660,58268
